,university,career,inscription_date,last_name,first_name,gender,fecha_nacimiento,age,postal_code,location,email,_dob,_doi,_hoy,_age_hoy,_age_ins,_diff_hoy_ins,_age_ins_1,_age_ins_2
198,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-12-20,diaz,ronald,male,1978-03-29,42,1888,florencio varela,heather84@hotmail.com,1978-03-29,2020-12-20,2022-11-14 01:19:50.794925,44.630773935167284,42.73051465806964,1.9002592770976463,42.73051465806964,42.73051465806964
199,univ. nacional del comahue,ingeniería en informática,2021-01-05,hines,adam,male,1942-09-19,78,8370,caminera,alvarezkristin@hotmail.com,1942-09-19,2021-01-05,2022-11-14 01:19:50.794925,80.15511735084317,78.29866458585734,1.856452764985832,78.29866458585734,78.29866458585734
200,univ. nacional del comahue,arquitectura,2020-12-12,holmes,michael,male,1960-08-29,60,9053,aguada grande,mshaw@hotmail.com,1960-08-29,2020-12-12,2022-11-14 01:19:50.794925,62.21087482704049,60.28871229388694,1.9221625331535535,60.28871229388694,60.28871229388694
201,univ. nacional del comahue,bioquímica,2020-09-20,torres,charles,male,1917-07-28,103,2506,correa,ralph16@yahoo.com,1917-07-28,2020-09-20,2022-11-14 01:19:50.794925,105.30005530302563,103.15064648829203,2.1494088147336043,103.15064648829203,103.15064648829203
202,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-09-19,berry,gary,male,2000-06-20,20,4724,agua colorada,jennifer89@yahoo.com,2000-06-20,2020-09-19,2022-11-14 01:19:50.794925,22.401706945427588,20.249560223687002,2.1521467217405856,20.249560223687002,20.249560223687002
203,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-09-12,gamble,matthew,male,1999-02-24,21,7150,ayacucho,acarroll@yahoo.com,1999-02-24,2020-09-12,2022-11-14 01:19:50.794925,23.72137812279605,21.550066052006542,2.171312070789508,21.550066052006542,21.550066052006542
204,univ. nacional del comahue,licenciatura en ciencias de la computación,2021-01-30,suarez,isaac,male,2020-12-08,57,4109,alto nuestra señora del valle,alawrence@yahoo.com,2020-12-08,2021-01-30,2022-11-14 01:19:50.794925,1.9331141611815044,0.14510907137039092,1.7880050898111135,,57.21491448898482
205,univ. nacional del comahue,medicina,2020-11-27,stewart,stephanie,female,1947-10-17,73,6305,atreuco,arnoldcraig@yahoo.com,1947-10-17,2020-11-27,2022-11-14 01:19:50.794925,75.07903775988648,73.1158066216281,1.9632311382583794,73.1158066216281,73.1158066216281
206,univ. nacional del comahue,contador público,2020-09-02,rera,michele,female,1927-08-03,93,2721,el arbolito,ewingdiana@gmail.com,1927-08-03,2020-09-02,2022-11-14 01:19:50.794925,95.28479147146166,93.08610033060228,2.198691140859381,93.08610033060228,93.08610033060228
207,univ. nacional del comahue,ingeniería electrónica,2021-01-11,perez,patrick,male,1981-07-23,39,3138,alcaraz 2do,imoore@yahoo.com,1981-07-23,2021-01-11,2022-11-14 01:19:50.794925,41.31243064269721,39.472405319753314,1.8400253229438945,39.472405319753314,39.472405319753314
208,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-12-27,dominguez,jessica,female,1943-08-13,77,7225,casalins,michaeldiaz@hotmail.com,1943-08-13,2020-12-27,2022-11-14 01:19:50.794925,79.25708385255093,77.37598992450222,1.8810939280487133,77.37598992450222,77.37598992450222
209,univ. nacional del comahue,medicina,2021-01-12,franklin,thomas,male,1990-04-15,30,2443,colonia margarita,sandovallawrence@yahoo.com,1990-04-15,2021-01-12,2022-11-14 01:19:50.794925,32.58398310441785,30.74669568848094,1.8372874159369061,30.74669568848094,30.74669568848094
210,univ. nacional del comahue,licenciatura en artes,2020-10-19,luna,michael,male,1999-10-27,20,8117,alferez san martin,james83@hotmail.com,1999-10-27,2020-10-19,2022-11-14 01:19:50.794925,23.050590906083865,20.980581394552935,2.0700095115309303,20.980581394552935,20.980581394552935
211,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-10-14,browning,melissa,female,2019-03-20,57,2709,los indios,michelle02@hotmail.com,2019-03-20,2020-10-14,2022-11-14 01:19:50.794925,3.6552576685772755,1.5715586220114033,2.0836990465658722,,57.21491448898482
212,univ. nacional del comahue,licenciatura en administración,2020-12-19,erickson,mark,male,1992-03-23,28,2173,campo pesoa,snyderalicia@yahoo.com,1992-03-23,2020-12-19,2022-11-14 01:19:50.794925,30.645544943469986,28.742547759365355,1.9029971841046311,28.742547759365355,28.742547759365355
213,univ. nacional del comahue,licenciatura en administración,2021-01-21,palmer,michael,male,1923-06-16,97,6101,villa saboya,theresahernandez@gmail.com,1923-06-16,2021-01-21,2022-11-14 01:19:50.794925,99.41629314500732,97.60364689213331,1.8126462528740035,97.60364689213331,97.60364689213331
214,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-11-06,holt,margaret,female,1928-03-01,92,5615,25 de mayo,garzaheather@gmail.com,1928-03-01,2020-11-06,2022-11-14 01:19:50.794925,94.7070930929871,92.68636590758194,2.02072718540515,92.68636590758194,92.68636590758194
215,univ. nacional del comahue,medicina,2020-12-03,hill,deanna,female,1985-05-08,35,1739,general hornos,vmoyer@gmail.com,1985-05-08,2020-12-03,2022-11-14 01:19:50.794925,37.52042943801813,35.57362574180168,1.946803696216449,35.57362574180168,35.57362574180168
216,univ. nacional del comahue,ciencias veterinarias,2020-12-06,schmidt,charles,male,2021-11-02,57,5401,barrio el tontal,susanhurley@hotmail.com,2021-11-02,2020-12-06,2022-11-14 01:19:50.794925,1.0323427558822855,-0.9062472193131961,1.9385899751954816,,57.21491448898482
217,univ. nacional del comahue,bioquímica,2020-10-07,hancock,jessica,female,1950-01-22,70,6614,franklin,sanchezcarl@hotmail.com,1950-01-22,2020-10-07,2022-11-14 01:19:50.794925,72.81205075809999,70.7091863624852,2.1028643956147874,70.7091863624852,70.7091863624852
218,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-09-11,dyer,amanda,female,1936-04-22,84,2208,gaboto,srodriguez@yahoo.com,1936-04-22,2020-09-11,2022-11-14 01:19:50.794925,86.56455765420327,84.39050767640677,2.1740499777965,84.39050767640677,84.39050767640677
219,univ. nacional del comahue,licenciatura en ciencias de la computación,2021-01-30,johnston,sarah,female,1961-10-23,59,1607,villa adelina,ubush@gmail.com,1961-10-23,2021-01-30,2022-11-14 01:19:50.794925,61.06095388410532,59.2729487942942,1.788005089811115,59.2729487942942,59.2729487942942
220,univ. nacional del comahue,medicina,2020-11-17,caldwell,abigail,female,1971-09-03,49,2700,barrio trocha,markgrant@yahoo.com,1971-09-03,2020-11-17,2022-11-14 01:19:50.794925,51.19901284493271,49.20840263660445,1.9906102083282633,49.20840263660445,49.20840263660445
221,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-09-15,thomas,kimberly,female,1942-03-19,78,3705,10 de mayo,jharris@yahoo.com,1942-03-19,2020-09-15,2022-11-14 01:19:50.794925,80.65889224012905,78.49579389036052,2.163098349768532,78.49579389036052,78.49579389036052
222,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-12-13,mcbride,john,male,1979-12-31,40,9030,rio mayo,imedina@yahoo.com,1979-12-31,2020-12-13,2022-11-14 01:19:50.794925,42.873037636680664,40.9536130105341,1.919424626146565,40.9536130105341,40.9536130105341
223,univ. nacional del comahue,licenciatura en ciencias de la computación,2021-01-12,hawkins,randy,male,1996-02-29,24,9000,comodoro rivadavia,privas@gmail.com,1996-02-29,2021-01-12,2022-11-14 01:19:50.794925,26.708434667420512,24.871147251483603,1.8372874159369097,24.871147251483603,24.871147251483603
224,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-10-31,davis,anna,female,1923-09-10,97,3194,paso telegrafo,deborah18@hotmail.com,1923-09-10,2020-10-31,2022-11-14 01:19:50.794925,99.18083314240631,97.14367851495923,2.03715462744708,97.14367851495923,97.14367851495923
225,univ. nacional del comahue,licenciatura en ciencia política,2020-09-27,gates,robert,male,1947-05-17,73,2208,gaboto,susansandoval@yahoo.com,1947-05-17,2020-09-27,2022-11-14 01:19:50.794925,75.49793753195571,73.36769406627104,2.1302434656846714,73.36769406627104,73.36769406627104
226,univ. nacional del comahue,bioquímica,2020-12-13,hudson,carol,female,2002-01-12,18,7241,la porteña,faguilar@hotmail.com,2002-01-12,2020-12-13,2022-11-14 01:19:50.794925,20.83836204443715,18.91893741829059,1.9194246261465615,18.91893741829059,18.91893741829059
227,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-06,thomas,thomas,male,1927-09-15,93,5505,carbometal,carrie51@yahoo.com,1927-09-15,2020-10-06,2022-11-14 01:19:50.794925,95.16706147016116,93.06145916753937,2.10560230262179,93.06145916753937,93.06145916753937
228,univ. nacional del comahue,licenciatura en administración,2020-10-12,miller,oscar,male,2013-07-13,57,8175,goyena,pmann@hotmail.com,2013-07-13,2020-10-12,2022-11-14 01:19:50.794925,9.339152615085418,7.249977754505569,2.089174860579849,,57.21491448898482
229,univ. nacional del comahue,actuario,2020-10-12,johnson,jeremy,male,1941-02-21,79,2340,ceres,scottbaxter@gmail.com,1941-02-21,2020-10-12,2022-11-14 01:19:50.794925,81.72941387986157,79.64023901928171,2.0891748605798597,79.64023901928171,79.64023901928171
230,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-12-16,schroeder,morgan,female,1996-02-02,24,6387,caleufu,fharper@hotmail.com,1996-02-02,2020-12-16,2022-11-14 01:19:50.794925,26.782358156609202,24.871147251483603,1.9112109051255999,24.871147251483603,24.871147251483603
231,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2021-01-31,copeland,angela,female,1984-06-03,36,6513,colonia las yescas,edaniels@yahoo.com,1984-06-03,2021-01-31,2022-11-14 01:19:50.794925,38.448579913387235,36.66331273058311,1.7852671828041267,36.66331273058311,36.66331273058311
232,univ. nacional del comahue,bioquímica,2020-12-27,alvarado,mark,male,1990-11-15,30,5513,barrio jardin luzuriaga,colleenrichardson@yahoo.com,1990-11-15,2020-12-27,2022-11-14 01:19:50.794925,31.99807100492231,30.116977076873585,1.881093928048724,30.116977076873585,30.116977076873585
233,univ. nacional del comahue,diseño industrial,2020-10-22,lowe,natalie,female,1920-10-05,100,6277,buena esperanza,ann54@gmail.com,1920-10-05,2020-10-22,2022-11-14 01:19:50.794925,102.11039363988401,100.04859784937405,2.0617957905099615,100.04859784937405,100.04859784937405
234,univ. nacional del comahue,licenciatura en psicología,2020-10-19,taylor,charles,male,1957-03-24,63,4242,25 de mayo,renee64@hotmail.com,1957-03-24,2020-10-19,2022-11-14 01:19:50.794925,65.64421021380407,63.574200702273146,2.0700095115309267,63.574200702273146,63.574200702273146
235,univ. nacional del comahue,técnico para bioterios,2020-11-15,roiguez,elizabeth,female,1923-10-05,97,2942,baradero,tiffanymoses@yahoo.com,1923-10-05,2020-11-15,2022-11-14 01:19:50.794925,99.11238546723159,97.11629944488935,1.99608602234224,97.11629944488935,97.11629944488935
236,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-11-04,poole,erica,female,1919-11-20,100,7313,16 de julio,johnsonkenneth@gmail.com,1919-11-20,2020-11-04,2022-11-14 01:19:50.794925,102.98652388212034,100.96032088270123,2.0262029994191124,100.96032088270123,100.96032088270123
237,univ. nacional del comahue,licenciatura en ciencias antropológicas,2021-01-10,avila,elizabeth,female,1912-05-24,108,5703,6 de septiembre,williammccormick@hotmail.com,1912-05-24,2021-01-10,2022-11-14 01:19:50.794925,110.4774374532409,108.63467422329,1.84276322995089,108.63467422329,108.63467422329
238,univ. nacional del comahue,farmacia,2020-11-26,smith,nicole,female,1912-08-21,108,5438,alto de sierra,hollymedina@yahoo.com,1912-08-21,2020-11-26,2022-11-14 01:19:50.794925,110.23376372961891,108.26779468435355,1.9659690452653678,108.26779468435355,108.26779468435355
239,univ. nacional del comahue,medicina,2021-01-05,ross,david,male,1908-09-20,112,3114,aldea maria luisa,raustin@gmail.com,1908-09-20,2021-01-05,2022-11-14 01:19:50.794925,114.15170865661946,112.29525589163364,1.8564527649858178,112.29525589163364,112.29525589163364
240,univ. nacional del comahue,actuario,2021-01-12,dougherty,luke,male,1927-05-27,93,5773,cañada,williamtaylor@yahoo.com,1927-05-27,2021-01-12,2022-11-14 01:19:50.794925,95.47096914793688,93.63368173199997,1.8372874159369132,93.63368173199997,93.63368173199997
241,univ. nacional del comahue,licenciatura en psicología,2020-12-22,avila,theodore,male,1955-03-19,65,3334,3 de mayo,hartmegan@gmail.com,1955-03-19,2020-12-22,2022-11-14 01:19:50.794925,67.65930977094762,65.76452630786396,1.8947834630836553,65.76452630786396,65.76452630786396
242,univ. nacional del comahue,licenciatura en sociología,2021-01-10,bell,travis,male,1918-02-14,102,6326,anguil,daniel95@hotmail.com,1918-02-14,2021-01-10,2022-11-14 01:19:50.794925,104.74973599462093,102.90697276467004,1.84276322995089,102.90697276467004,102.90697276467004
243,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-09-09,gilmore,jordan,male,1970-09-13,49,3472,caaguazu,wspencer@hotmail.com,1970-09-13,2020-09-09,2022-11-14 01:19:50.794925,52.17096983241363,49.99144404060316,2.1795257918104696,49.99144404060316,49.99144404060316
244,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-10-14,duncan,connie,female,1985-08-06,35,5584,barrio villa adela,pparsons@yahoo.com,1985-08-06,2020-10-14,2022-11-14 01:19:50.794925,37.274017807389164,35.19031876082329,2.083699046565876,35.19031876082329,35.19031876082329
245,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-09-19,morgan,martha,female,1938-08-22,82,6203,el olivo,tracywilkinson@hotmail.com,1938-08-22,2020-09-19,2022-11-14 01:19:50.794925,84.23186088424906,82.07971416250847,2.1521467217405927,82.07971416250847,82.07971416250847
246,univ. nacional del comahue,licenciatura en ciencias biológicas,2021-01-28,espinoza,lisa,female,1924-04-13,96,9220,cañadon la madera,steven98@gmail.com,1924-04-13,2021-01-28,2022-11-14 01:19:50.794925,98.58944522889679,96.7959643250717,1.793480903825099,96.7959643250717,96.7959643250717
247,univ. nacional del comahue,licenciatura en administración,2021-01-09,collins,keith,male,1946-03-09,74,1921,alvarez jonte,cmiller@yahoo.com,1946-03-09,2021-01-09,2022-11-14 01:19:50.794925,76.68618917298873,74.84068803603085,1.8455011369578784,74.84068803603085,74.84068803603085
248,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-10-15,barton,matthew,male,1937-10-30,82,5587,barcala,ryanharper@gmail.com,1937-10-30,2020-10-15,2022-11-14 01:19:50.794925,85.04228135831765,82.96132021875877,2.0809611395588803,82.96132021875877,82.96132021875877
249,univ. nacional del comahue,arquitectura,2020-12-21,morales,jessica,female,1969-04-23,51,5759,calera argentina,rmay@gmail.com,1969-04-23,2020-12-21,2022-11-14 01:19:50.794925,53.56182659196379,51.664305221873136,1.897521370090658,51.664305221873136,51.664305221873136
250,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-12-26,rojas,jason,male,1987-10-27,33,1648,rincon de milberg,christinapatrick@hotmail.com,1987-10-27,2020-12-26,2022-11-14 01:19:50.794925,35.050837317714496,33.16700548265878,1.883831835055716,33.16700548265878,33.16700548265878
251,univ. nacional del comahue,ingeniería en informática,2020-12-29,reeves,zachary,male,2010-05-23,57,3332,capiovi,townsenddawn@yahoo.com,2010-05-23,2020-12-29,2022-11-14 01:19:50.794925,12.479531952101235,10.60391383806649,1.8756181140347454,,57.21491448898482
252,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-11-30,rice,jeff,male,1936-05-24,84,5319,colpes,jennifer21@hotmail.com,1936-05-24,2020-11-30,2022-11-14 01:19:50.794925,86.47694462997963,84.52192721274221,1.9550174172374142,84.52192721274221,84.52192721274221
253,univ. nacional del comahue,licenciatura en ciencia política,2020-09-17,schultz,george,male,1936-11-17,83,7160,la union,dwright@gmail.com,1936-11-17,2020-09-17,2022-11-14 01:19:50.794925,85.99233508974267,83.8347125539881,2.1576225357545695,83.8347125539881,83.8347125539881
254,univ. nacional del comahue,licenciatura en sociología,2020-11-04,roiguez,arthur,male,1986-09-18,34,2105,cañada rica,pamelagarcia@hotmail.com,1986-09-18,2020-11-04,2022-11-14 01:19:50.794925,36.15695174853785,34.13074874911874,2.0262029994191124,34.13074874911874,34.13074874911874
255,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-12-09,hicks,ronald,male,1908-08-06,112,5460,agua de la zorra,jerrymartin@yahoo.com,1908-08-06,2020-12-09,2022-11-14 01:19:50.794925,114.27491447193395,112.34453821775944,1.9303762541745186,112.34453821775944,112.34453821775944
256,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-09-27,johnson,charles,male,1915-06-07,105,3518,cabral cue,david57@hotmail.com,1915-06-07,2020-09-27,2022-11-14 01:19:50.794925,107.44109858249064,105.31085511680595,2.1302434656846856,105.31085511680595,105.31085511680595
257,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-12-06,kennedy,jack,male,1929-09-19,91,3180,diego lopez,alexandranolan@hotmail.com,1929-09-19,2020-12-06,2022-11-14 01:19:50.794925,93.1546998200246,91.21610984482912,1.9385899751954838,91.21610984482912,91.21610984482912
258,univ. nacional del comahue,licenciatura en sociología,2020-09-24,randall,ashley,female,2019-11-27,57,1708,moron,rscott@gmail.com,2019-11-27,2020-09-24,2022-11-14 01:19:50.794925,2.9653051028161714,0.8268479161105293,2.138457186705642,,57.21491448898482
259,univ. nacional del comahue,licenciatura en producción de bioimagenes,2021-01-18,ake,kristie,female,2019-07-30,57,7630,hospital necochea,williamssamantha@yahoo.com,2019-07-30,2021-01-18,2022-11-14 01:19:50.794925,3.2938539436547924,1.4729939697598171,1.8208599738949753,,57.21491448898482
260,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-09-28,yu,michele,female,1959-03-20,61,6403,badano,lindseyjordan@hotmail.com,1959-03-20,2020-09-28,2022-11-14 01:19:50.794925,63.65648972673042,61.52898416805273,2.12750555867769,61.52898416805273,61.52898416805273
261,univ. nacional del comahue,técnico para bioterios,2021-01-03,silva,thomas,male,2000-06-26,20,1864,alejandro korn,davidfoster@hotmail.com,2000-06-26,2021-01-03,2022-11-14 01:19:50.794925,22.385279503385657,20.523350924385852,1.8619285789998052,20.523350924385852,20.523350924385852
262,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-31,wright,christopher,male,1973-03-02,47,6471,atahualpa,teresasmith@hotmail.com,1973-03-02,2020-10-31,2022-11-14 01:19:50.794925,49.70411561911699,47.66696099166992,2.037154627447073,47.66696099166992,47.66696099166992
263,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-09-02,newton,melissa,female,1998-09-14,21,2527,colonia san francisco,nelsonmegan@yahoo.com,1998-09-14,2020-09-02,2022-11-14 01:19:50.794925,24.167656964935176,21.968965824075784,2.198691140859392,21.968965824075784,21.968965824075784
264,univ. nacional del comahue,actuario,2020-09-12,lane,christopher,male,1962-02-25,58,2800,arroyo aguila negra,ryan53@gmail.com,1962-02-25,2020-09-12,2022-11-14 01:19:50.794925,60.71871550823175,58.54740343744225,2.1713120707895044,58.54740343744225,58.54740343744225
265,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2021-01-04,grimes,william,male,1993-03-15,27,4600,algarrobal,nicolecallahan@gmail.com,1993-03-15,2021-01-04,2022-11-14 01:19:50.794925,29.66811214197509,27.808921469982273,1.8591906719928168,27.808921469982273,27.808921469982273
266,univ. nacional del comahue,diseño de imagen y sonido,2020-10-29,nguyen,philip,male,1968-05-08,52,3470,arroyo grande,christine03@yahoo.com,1968-05-08,2020-10-29,2022-11-14 01:19:50.794925,54.520094044409774,52.477463602948724,2.04263044146105,52.477463602948724,52.477463602948724
267,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-11-28,ramirez,kevin,male,2005-08-16,15,8315,achico,pbridges@hotmail.com,2005-08-16,2020-11-28,2022-11-14 01:19:50.794925,17.24622805126823,15.285734820016838,1.960493231251391,15.285734820016838,15.285734820016838
268,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-11-06,thomas,matthew,male,1994-04-05,26,5325,alpasinche,jglass@yahoo.com,1994-04-05,2020-11-06,2022-11-14 01:19:50.794925,28.611280037277524,26.590552851872385,2.020727185405139,26.590552851872385,26.590552851872385
269,univ. nacional del comahue,contador público,2021-01-09,murray,brandi,female,1978-07-03,42,3407,aguay,vdavis@gmail.com,1978-07-03,2021-01-09,2022-11-14 01:19:50.794925,44.367934862496384,42.52243372553851,1.8455011369578713,42.52243372553851,42.52243372553851
270,univ. nacional del comahue,técnico para bioterios,2020-10-12,mills,rachel,female,1972-07-03,48,1980,barrio la dolly,andrew99@yahoo.com,1972-07-03,2020-10-12,2022-11-14 01:19:50.794925,50.3666891148082,48.27751425422836,2.0891748605798455,48.27751425422836,48.27751425422836
271,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-12-06,cunningham,courtney,female,1975-05-03,45,5461,aguada de la peña,jacqueline49@gmail.com,1975-05-03,2020-12-06,2022-11-14 01:19:50.794925,47.53569326958209,45.597103294386606,1.9385899751954838,45.597103294386606,45.597103294386606
272,univ. nacional del comahue,licenciatura en ciencias de la educación,2021-01-11,robinson,amy,female,1996-02-14,24,6430,adolfo alsina,nmartin@yahoo.com,1996-02-14,2021-01-11,2022-11-14 01:19:50.794925,26.749503272525338,24.909477949581444,1.8400253229438945,24.909477949581444,24.909477949581444
273,univ. nacional del comahue,ingeniería en informática,2020-12-09,fernandez,jeremy,male,1990-08-28,30,3260,arroyo molino,pattondebra@yahoo.com,1990-08-28,2020-12-09,2022-11-14 01:19:50.794925,32.2143656584744,30.283989404299884,1.930376254174515,30.283989404299884,30.283989404299884
274,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-10-06,smith,brian,male,1921-12-28,98,4231,albigasta,yhenderson@hotmail.com,1921-12-28,2020-10-06,2022-11-14 01:19:50.794925,100.88107339374618,98.77547109112439,2.10560230262179,98.77547109112439,98.77547109112439
275,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2021-01-07,richards,alexana,female,2012-01-09,57,5871,la aguada de las animas,fscott@hotmail.com,2012-01-09,2021-01-07,2022-11-14 01:19:50.794925,10.847739375936085,8.996762424964237,1.8509769509718481,,57.21491448898482
276,univ. nacional del comahue,licenciatura en ciencia política,2021-01-26,foster,benjamin,male,1984-06-03,36,4622,bella vista,brandimccullough@hotmail.com,1984-06-03,2021-01-26,2022-11-14 01:19:50.794925,38.448579913387235,36.649623195548166,1.7989567178390686,36.649623195548166,36.649623195548166
277,univ. nacional del comahue,ingeniería mecánica,2020-12-22,clark,tracy,female,1952-12-21,68,2601,la chispa,stephaniewhite@gmail.com,1952-12-21,2020-12-22,2022-11-14 01:19:50.794925,69.89891770266422,68.00413423958055,1.8947834630836695,68.00413423958055,68.00413423958055
278,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-07,maxwell,melanie,female,1976-02-12,44,8503,chocori,frazierkara@gmail.com,1976-02-12,2020-10-07,2022-11-14 01:19:50.794925,46.75538977259036,44.65252537697557,2.1028643956147945,44.65252537697557,44.65252537697557
279,univ. nacional del comahue,licenciatura en psicología,2021-01-08,nolan,deborah,female,2010-10-07,57,4124,abra el candado,jbaker@yahoo.com,2010-10-07,2021-01-08,2022-11-14 01:19:50.794925,12.10443869214381,10.25619964817895,1.8482390439648615,,57.21491448898482
280,univ. nacional del comahue,ingeniería electrónica,2020-11-12,garcia,tabitha,female,2010-08-11,57,3081,cavour,lmcdonald@hotmail.com,2010-08-11,2020-11-12,2022-11-14 01:19:50.794925,12.260499391542155,10.25619964817895,2.0042997433632053,,57.21491448898482
281,univ. nacional del comahue,licenciatura en artes,2021-01-27,curry,jessica,female,2002-07-28,18,1907,el pino,jeffrey86@gmail.com,2002-07-28,2021-01-27,2022-11-14 01:19:50.794925,20.298994364060416,18.502775553228336,1.7962188108320802,18.502775553228336,18.502775553228336
282,univ. nacional del comahue,medicina,2020-12-15,white,christopher,male,1961-12-07,59,7151,langueyu,xreilly@hotmail.com,1961-12-07,2020-12-15,2022-11-14 01:19:50.794925,60.93774806879083,59.02379925665825,1.9139488121325812,59.02379925665825,59.02379925665825
283,univ. nacional del comahue,medicina,2020-10-06,cox,terry,male,1919-11-22,100,5719,agua amarga,galvancynthia@hotmail.com,1919-11-22,2020-10-06,2022-11-14 01:19:50.794925,102.98104806810636,100.87544576548457,2.10560230262179,100.87544576548457,100.87544576548457
284,univ. nacional del comahue,diseño de imagen y sonido,2021-01-02,lowe,bobby,male,1994-09-12,26,8111,arroyo pareja,hayley34@yahoo.com,1994-09-12,2021-01-02,2022-11-14 01:19:50.794925,28.173214916159363,26.30854843015257,1.8646664860067936,26.30854843015257,26.30854843015257
285,univ. nacional del comahue,ingeniería en informática,2020-10-02,thompson,sabrina,female,1987-05-19,33,2732,4 de febrero,watkinscarlos@yahoo.com,1987-05-19,2020-10-02,2022-11-14 01:19:50.794925,35.49164034583964,33.375086415189905,2.1165539306497365,33.375086415189905,33.375086415189905
286,univ. nacional del comahue,actuario,2020-12-18,anderson,michael,male,1959-01-20,61,3530,aldea forestal,ereed@yahoo.com,1959-01-20,2020-12-18,2022-11-14 01:19:50.794925,63.81802624014274,61.91229114903112,1.905735091111623,61.91229114903112,61.91229114903112
287,univ. nacional del comahue,diseño industrial,2020-11-22,kelly,cory,male,1948-02-24,72,7507,el bombero,russellamy@gmail.com,1948-02-24,2020-11-22,2022-11-14 01:19:50.794925,74.72310984897797,72.74618917568465,1.9769206732933213,72.74618917568465,72.74618917568465
288,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-12-28,johnson,sarah,female,1969-11-30,51,5592,el carbalino,clarkeallison@gmail.com,1969-11-30,2020-12-28,2022-11-14 01:19:50.794925,52.95674914341934,51.0783931223776,1.8783560210417392,51.0783931223776,51.0783931223776
289,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-11-27,knight,joseph,male,1956-09-13,64,6345,la bilbaina,debraluna@gmail.com,1956-09-13,2020-11-27,2022-11-14 01:19:50.794925,66.16988835914587,64.2066572208875,1.9632311382583794,64.2066572208875,64.2066572208875
290,univ. nacional del comahue,ingeniería electrónica,2020-10-07,brown,jake,male,1955-08-28,65,3204,ayui parada,hayesbenjamin@yahoo.com,1955-08-28,2020-10-07,2022-11-14 01:19:50.794925,67.21576883581548,65.1129044402007,2.1028643956147874,65.1129044402007,65.1129044402007
291,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-09-15,lara,david,male,1944-09-26,75,4722,el duraznillo,nzamora@gmail.com,1944-09-26,2020-09-15,2022-11-14 01:19:50.794925,78.13454197968565,75.9714436299171,2.1630983497685463,75.9714436299171,75.9714436299171
292,univ. nacional del comahue,diseño industrial,2020-10-16,harris,nicholas,male,2012-09-04,57,8403,alicura,spencerjose@yahoo.com,2012-09-04,2020-10-16,2022-11-14 01:19:50.794925,10.193379601265832,8.115156368713937,2.0782232325518954,,57.21491448898482
293,univ. nacional del comahue,ingeniería en informática,2020-09-25,garcia,kathryn,female,2011-04-24,57,7407,libano,donnaross@yahoo.com,2011-04-24,2020-09-25,2022-11-14 01:19:50.794925,11.559595197753097,9.423875918054444,2.1357192796986535,,57.21491448898482
294,univ. nacional del comahue,diseño de imagen y sonido,2020-10-07,garcia,robert,male,1991-03-30,29,2600,boca p 25,jamessmith@hotmail.com,1991-03-30,2020-10-07,2022-11-14 01:19:50.794925,31.628453558978862,29.525589163364067,2.1028643956147945,29.525589163364067,29.525589163364067
295,univ. nacional del comahue,licenciatura en artes,2020-12-25,ortega,shannon,male,1978-04-28,42,5713,balde ahumada,alicia56@hotmail.com,1978-04-28,2020-12-25,2022-11-14 01:19:50.794925,44.548636724957625,42.66206698289493,1.8865697420626972,42.66206698289493,42.66206698289493
